web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627323226-14292","http://ufcstats.com/statistics/fighters?char=t&page=all","Nolan","Ticman","","5' 6""","125 lbs.","--","Orthodox","4","3","0",""
"1627323226-14267","http://ufcstats.com/statistics/fighters?char=t&page=all","David","Terrell","The Soul Assassin","6' 1""","185 lbs.","--","Southpaw","6","2","0",""
"1627323226-14331","http://ufcstats.com/statistics/fighters?char=t&page=all","Abel","Trujillo","Killa","5' 8""","155 lbs.","70.0""","Orthodox","15","8","0",""
"1627323226-14333","http://ufcstats.com/statistics/fighters?char=t&page=all","Chris","Tuchscherer","The Crowbar","6' 2""","258 lbs.","76.0""","Orthodox","21","4","0",""
"1627323226-14313","http://ufcstats.com/statistics/fighters?char=t&page=all","Jose","Torres","Shorty","5' 4""","125 lbs.","65.0""","Orthodox","8","1","0",""
"1627323226-14291","http://ufcstats.com/statistics/fighters?char=t&page=all","Chris","Tickle","BadBoy","5' 9""","155 lbs.","--","","9","9","0",""
"1627323226-14247","http://ufcstats.com/statistics/fighters?char=t&page=all","Deividas","Taurosevicius","","5' 9""","145 lbs.","68.0""","Southpaw","17","5","0",""
"1627323226-14320","http://ufcstats.com/statistics/fighters?char=t&page=all","Alexander","Trevino","","--","170 lbs.","--","","7","7","0",""
"1627323226-14251","http://ufcstats.com/statistics/fighters?char=t&page=all","Paul","Taylor","Relentless","6' 0""","155 lbs.","72.0""","Orthodox","11","6","1",""
"1627323226-14343","http://ufcstats.com/statistics/fighters?char=t&page=all","Ricky","Turcios","Pretty","5' 9""","135 lbs.","71.0""","Orthodox","8","1","0",""
"1627323226-14328","http://ufcstats.com/statistics/fighters?char=t&page=all","Tor","Troeng","The Hammer","6' 2""","185 lbs.","--","Orthodox","16","7","1",""
"1627323226-14298","http://ufcstats.com/statistics/fighters?char=t&page=all","Hideo","Tokoro","","5' 7""","135 lbs.","--","Orthodox","34","29","2",""
"1627323226-14235","http://ufcstats.com/statistics/fighters?char=t&page=all","Tsuyoshi","Tamakairiki","","6' 0""","220 lbs.","--","Orthodox","0","3","0",""
"1627323226-14340","http://ufcstats.com/statistics/fighters?char=t&page=all","Zubaira","Tukhugov","Warrior","5' 8""","145 lbs.","68.0""","Orthodox","19","5","1",""
"1627323226-14243","http://ufcstats.com/statistics/fighters?char=t&page=all","Evan","Tanner","","6' 0""","185 lbs.","74.0""","Orthodox","32","8","0",""
"1627323226-14263","http://ufcstats.com/statistics/fighters?char=t&page=all","Tra","Telligman","Trauma","6' 2""","233 lbs.","--","Orthodox","7","5","1",""
"1627323226-14338","http://ufcstats.com/statistics/fighters?char=t&page=all","Blair","Tugman","","6' 0""","135 lbs.","--","","10","6","0",""
"1627323226-14345","http://ufcstats.com/statistics/fighters?char=t&page=all","Wellington","Turman","The Prodigy","6' 0""","185 lbs.","72.0""","Orthodox","16","5","0",""
"1627323226-14311","http://ufcstats.com/statistics/fighters?char=t&page=all","Alex","Torres","Rolo","5' 10""","145 lbs.","--","Orthodox","5","4","0",""
"1627323226-14323","http://ufcstats.com/statistics/fighters?char=t&page=all","Frank","Trigg","Twinkle Toes","5' 9""","170 lbs.","71.0""","Southpaw","21","9","0",""
"1627323226-14271","http://ufcstats.com/statistics/fighters?char=t&page=all","Daniel","Teymur","Kid Dynamite","5' 5""","145 lbs.","69.0""","Orthodox","7","4","0",""
"1627323226-14224","http://ufcstats.com/statistics/fighters?char=t&page=all","Joe","Taimanglo","The Juggernaut","5' 4""","135 lbs.","--","","23","7","1",""
"1627323226-14309","http://ufcstats.com/statistics/fighters?char=t&page=all","Haven","Torres","","--","125 lbs.","--","","0","0","0",""
"1627323226-14297","http://ufcstats.com/statistics/fighters?char=t&page=all","Dusko","Todorovic","Thunder","6' 1""","185 lbs.","74.0""","Orthodox","10","2","0",""
"1627323226-14228","http://ufcstats.com/statistics/fighters?char=t&page=all","Yoko","Takahashi","","5' 8""","150 lbs.","--","","15","12","2",""
"1627323226-14301","http://ufcstats.com/statistics/fighters?char=t&page=all","Tyler","Toner","","5' 8""","145 lbs.","70.0""","Orthodox","15","7","0",""
"1627323226-14296","http://ufcstats.com/statistics/fighters?char=t&page=all","Andrew","Todhunter","The Sniper","6' 0""","185 lbs.","--","Switch","8","0","0",""
"1627323226-14237","http://ufcstats.com/statistics/fighters?char=t&page=all","Kiyoshi","Tamura","","5' 11""","185 lbs.","--","Southpaw","32","13","3",""
"1627323226-14316","http://ufcstats.com/statistics/fighters?char=t&page=all","Dequan","Townsend","The Tarantula","6' 3""","205 lbs.","79.0""","Orthodox","21","12","0",""
"1627323226-14339","http://ufcstats.com/statistics/fighters?char=t&page=all","Tai","Tuivasa","Bam Bam","6' 2""","264 lbs.","75.0""","Southpaw","13","3","0",""
"1627323226-14269","http://ufcstats.com/statistics/fighters?char=t&page=all","Jeff","Terry","","6' 2""","205 lbs.","--","","2","3","0",""
"1627323226-14248","http://ufcstats.com/statistics/fighters?char=t&page=all","Thiago","Tavares","","5' 7""","145 lbs.","70.0""","Orthodox","21","7","1",""
"1627323226-14330","http://ufcstats.com/statistics/fighters?char=t&page=all","Reynaldo","Trujillo","The Truth","5' 9""","155 lbs.","--","","21","19","0",""
"1627323226-14258","http://ufcstats.com/statistics/fighters?char=t&page=all","James","Te Huna","","6' 2""","185 lbs.","75.0""","Orthodox","16","9","0",""
"1627323226-14242","http://ufcstats.com/statistics/fighters?char=t&page=all","Michinori","Tanaka","","5' 5""","135 lbs.","67.0""","Orthodox","11","3","0",""
"1627323226-14310","http://ufcstats.com/statistics/fighters?char=t&page=all","Tecia","Torres","The Tiny Tornado","5' 1""","115 lbs.","60.0""","Orthodox","12","5","0",""
"1627323226-14282","http://ufcstats.com/statistics/fighters?char=t&page=all","Treston","Thomison","","5' 8""","145 lbs.","--","","10","6","0",""
"1627323226-14246","http://ufcstats.com/statistics/fighters?char=t&page=all","Miesha","Tate","Cupcake","5' 6""","135 lbs.","65.0""","Orthodox","19","7","0",""
"1627323226-14241","http://ufcstats.com/statistics/fighters?char=t&page=all","Akihito","Tanaka","Kinniku Mantaro","--","--","--","Southpaw","2","2","0",""
"1627323226-14222","http://ufcstats.com/statistics/fighters?char=t&page=all","Junior","Tafa","","--","--","--","","0","0","0",""
"1627323226-14261","http://ufcstats.com/statistics/fighters?char=t&page=all","John","Teixeira","Macapa","5' 7""","145 lbs.","--","Orthodox","21","2","2",""
"1627323226-14225","http://ufcstats.com/statistics/fighters?char=t&page=all","Mairbek","Taisumov","Beckan","5' 9""","155 lbs.","73.0""","Orthodox","27","6","0",""
"1627323226-14264","http://ufcstats.com/statistics/fighters?char=t&page=all","Taneisha","Tennant","Triple Threat","5' 7""","145 lbs.","70.0""","Orthodox","5","1","0",""
"1627323226-14302","http://ufcstats.com/statistics/fighters?char=t&page=all","James","Toney","Lights Out","5' 9""","220 lbs.","--","Orthodox","0","1","0",""
"1627323226-14255","http://ufcstats.com/statistics/fighters?char=t&page=all","Anthony","Taylor","Pretty Boy","5' 7""","145 lbs.","--","","1","3","0",""
"1627323226-14279","http://ufcstats.com/statistics/fighters?char=t&page=all","Ryan","Thomas","The Tank Engine","6' 0""","170 lbs.","--","Orthodox","20","8","0",""
"1627323226-14223","http://ufcstats.com/statistics/fighters?char=t&page=all","Khalid","Taha","The Warrior","5' 5""","135 lbs.","69.0""","Orthodox","13","4","0",""
"1627323226-14275","http://ufcstats.com/statistics/fighters?char=t&page=all","Elias","Theodorou","The Spartan","6' 1""","185 lbs.","75.0""","Orthodox","16","3","0",""
"1627323226-14277","http://ufcstats.com/statistics/fighters?char=t&page=all","Paulo","Thiago","","5' 11""","170 lbs.","74.0""","Orthodox","18","9","0",""
"1627323226-14221","http://ufcstats.com/statistics/fighters?char=t&page=all","Justin","Tafa","Bad Man","6' 0""","264 lbs.","74.0""","Southpaw","4","3","0",""
