web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627322406-12868","http://ufcstats.com/statistics/fighters?char=l&page=all","Robert","Lucarelli","","6' 2""","245 lbs.","--","","0","1","0",""
"1627322406-12759","http://ufcstats.com/statistics/fighters?char=l&page=all","Cung","Le","","5' 9""","185 lbs.","70.0""","Southpaw","9","3","0",""
"1627322406-12757","http://ufcstats.com/statistics/fighters?char=l&page=all","Valmir","Lazaro","Bidu","6' 0""","155 lbs.","73.0""","Orthodox","15","5","0",""
"1627322406-12756","http://ufcstats.com/statistics/fighters?char=l&page=all","Eric","Lawson","","6' 0""","185 lbs.","--","Orthodox","9","5","0",""
"1627322406-12826","http://ufcstats.com/statistics/fighters?char=l&page=all","Miguel","Linares","","--","--","--","","2","4","0",""
"1627322406-12749","http://ufcstats.com/statistics/fighters?char=l&page=all","Chatt","Lavender","","5' 8""","170 lbs.","--","","9","7","0",""
"1627322406-12789","http://ufcstats.com/statistics/fighters?char=l&page=all","Jean Francois","Lenogue","","6' 0""","185 lbs.","--","Orthodox","16","17","3",""
"1627322406-12836","http://ufcstats.com/statistics/fighters?char=l&page=all","Abner","Lloveras","Skullman","5' 11""","155 lbs.","--","","20","9","1",""
"1627322406-12869","http://ufcstats.com/statistics/fighters?char=l&page=all","Matt","Lucas","Luke Duke","6' 1""","205 lbs.","--","","15","3","0",""
"1627322406-12865","http://ufcstats.com/statistics/fighters?char=l&page=all","Waylon","Lowe","","5' 7""","145 lbs.","--","Southpaw","16","7","0",""
"1627322406-12732","http://ufcstats.com/statistics/fighters?char=l&page=all","Lionel","Lanham","","--","205 lbs.","--","","5","1","0",""
"1627322406-12808","http://ufcstats.com/statistics/fighters?char=l&page=all","Derrick","Lewis","The Black Beast","6' 3""","260 lbs.","79.0""","Orthodox","25","7","0",""
